timestamp_ms,F1_405nm,F2_425nm,FZ_450nm,F3_475nm,F4_515nm,F5_550nm,FY_555nm,FXL_600nm,F6_640nm,F7_690nm,F8_745nm,NIR_855nm,VIS_clear,R_approx,G_approx,B_approx
993836,0,0,1,1,1,0,3,3,4,4,0,0,197,7,4,2
994366,0,0,0,1,1,0,3,3,4,4,0,0,197,7,4,1
994896,0,0,0,1,1,0,3,3,4,4,0,0,197,7,4,1
995426,0,0,1,1,1,0,3,3,4,4,0,0,197,7,4,2
995958,0,0,1,0,1,0,3,3,4,4,0,0,198,7,4,1
996488,0,0,1,1,1,0,3,3,5,4,0,0,200,8,4,2
997018,0,0,1,1,1,0,3,3,4,4,0,0,199,7,4,1
997548,0,0,1,1,1,0,3,3,5,4,0,0,200,8,4,2
998078,0,0,1,0,1,0,3,3,4,4,0,0,199,8,4,1
998608,0,0,1,1,1,0,3,4,5,4,0,0,201,9,4,2
999138,0,0,1,1,1,0,3,3,5,4,0,0,199,8,4,2
999668,0,0,0,1,1,0,3,3,4,4,0,0,196,7,4,1
1000198,0,0,1,1,1,0,3,3,4,4,0,0,197,7,4,2
1000728,0,0,1,1,1,0,3,3,5,4,0,0,197,8,4,2
1001258,0,0,1,1,1,0,3,3,4,4,0,0,196,7,4,2
1001790,0,0,1,1,1,0,3,3,4,4,0,0,196,7,4,2
1002320,0,0,0,1,1,0,3,3,4,4,0,0,195,7,4,1
1002850,0,0,1,1,1,0,3,3,4,4,0,0,194,7,4,1
1003380,0,1,3,4,8,4,15,19,27,23,2,1,966,46,27,8
1003910,0,1,4,4,8,3,22,26,27,20,2,1,1015,53,33,9
1004440,0,0,0,1,1,0,3,3,4,4,0,0,193,7,4,1
1004970,0,0,1,1,1,0,3,3,5,4,0,0,201,8,4,2
1005500,0,0,1,1,1,0,3,4,5,4,0,0,202,8,4,2
1006030,0,0,1,1,1,0,3,3,4,4,0,0,198,7,4,2
1006562,0,0,0,1,1,0,3,3,4,4,0,0,198,7,4,1
1007094,0,0,0,1,1,0,3,3,4,4,0,0,197,7,4,1
1007626,0,0,0,1,1,0,3,3,4,4,0,0,196,7,4,1
1008156,0,0,1,1,1,0,3,3,5,4,0,0,200,8,4,2
1008688,0,0,1,1,1,0,3,3,4,4,0,0,197,7,4,1
1009220,0,0,1,1,1,0,3,3,4,4,0,0,197,7,4,1
1009750,0,0,0,1,1,0,3,3,4,4,0,0,196,7,4,1
1010280,0,0,1,1,1,0,3,3,5,4,0,0,198,8,4,1
1010810,0,0,1,1,1,0,3,3,5,4,0,0,200,8,4,2
1011340,0,0,0,1,1,0,3,3,5,4,0,0,200,8,4,1
1011870,0,0,1,1,1,0,3,4,5,4,0,0,204,9,4,2
1012400,0,0,1,1,1,0,3,4,5,4,0,0,201,8,4,2
1012930,0,0,1,1,1,0,3,4,5,4,0,0,206,9,4,2
1013460,0,0,1,1,1,0,3,4,5,5,0,0,214,9,4,2
1013992,0,0,1,1,1,0,3,4,5,4,0,0,213,9,4,2
1014522,0,0,1,1,1,0,3,4,5,4,0,0,201,8,4,2
1015054,0,0,1,1,1,0,3,3,4,4,0,0,195,7,4,2
1015584,0,0,1,1,1,0,3,3,4,4,0,0,199,7,4,2
1016114,0,0,1,1,1,0,3,3,4,4,0,0,198,7,4,2
1016644,0,0,1,1,1,0,3,3,4,4,0,0,193,7,4,2
1017174,0,0,1,1,1,0,3,3,4,4,0,0,196,7,4,2
1017706,0,0,0,1,1,0,3,3,4,4,0,0,196,7,4,1
1018238,0,0,1,1,1,0,3,3,4,4,0,0,196,7,4,1
1018768,0,0,1,1,1,0,3,3,4,4,0,0,195,7,4,1
1019300,0,0,1,1,1,0,3,3,4,4,0,0,196,7,4,2
1019830,0,0,1,1,1,0,3,3,4,4,0,0,195,7,4,1
1020362,0,0,0,1,1,0,3,3,4,4,0,0,193,7,4,1
1020892,0,0,0,1,1,0,3,3,4,4,0,0,192,7,4,1
1021422,0,0,0,1,1,0,2,3,4,4,0,0,195,7,3,1
1021952,0,0,1,1,1,0,3,3,5,4,0,0,199,8,4,2
1022482,0,0,1,1,1,0,3,3,4,4,0,0,196,7,4,2
1023012,0,0,1,1,1,0,3,3,4,4,0,0,198,7,4,1
1023544,0,0,1,1,1,0,3,3,4,4,0,0,198,7,4,2
1024076,0,0,1,1,1,0,3,3,4,4,0,0,198,7,4,2
1024606,0,0,0,1,1,0,3,3,4,4,0,0,198,7,4,1
1025136,0,0,1,1,1,0,3,3,4,4,0,0,196,7,4,2
1025666,0,0,1,1,1,0,3,3,4,4,0,0,197,7,4,2
1026196,0,0,0,1,1,0,3,3,5,4,0,0,201,8,4,1
1026726,0,0,1,1,1,0,3,3,4,4,0,0,202,7,4,1
1027258,0,0,1,1,1,0,3,3,4,4,0,0,201,7,4,2
1027788,0,0,1,1,1,0,3,3,4,4,0,0,202,7,4,1
1028318,0,0,1,1,1,0,3,3,4,4,0,0,202,7,4,2
1028848,0,0,1,1,1,0,3,3,4,4,0,0,201,7,4,2
1029378,0,0,1,1,1,0,3,3,4,4,0,0,198,7,4,2
1029908,0,0,1,1,1,0,3,3,4,4,0,0,200,7,4,1
1030438,0,0,1,1,1,0,3,3,4,4,0,0,198,7,4,1
1030968,0,0,0,1,1,0,3,3,5,4,0,0,199,8,4,1
1031498,0,0,1,1,1,0,3,3,4,4,0,0,200,7,4,2
1032028,0,0,1,1,1,0,3,3,5,4,0,0,200,8,4,2
1032558,0,0,1,1,1,0,3,4,4,4,0,0,201,8,4,2
1033090,0,0,0,1,1,0,3,3,5,4,0,0,201,8,4,1
1033622,0,0,1,1,1,0,3,3,4,4,0,0,201,8,4,2
1034152,0,0,1,1,1,0,3,3,4,4,0,0,198,7,4,2
1034682,0,0,0,1,1,0,3,3,4,4,0,0,193,7,4,1
1035212,0,0,0,1,1,0,3,3,4,4,0,0,194,7,4,1
1035742,0,0,0,1,1,0,3,3,4,4,0,0,196,7,4,1
1036272,0,0,1,1,1,0,3,3,4,4,0,0,199,7,4,2
1036802,0,0,0,1,1,0,3,3,4,4,0,0,201,7,4,1
1037334,0,0,0,1,1,0,3,3,5,4,0,0,200,8,4,1
1037866,0,0,0,1,1,0,3,3,4,4,0,0,201,7,4,1
1038396,0,0,0,1,1,0,3,3,5,4,0,0,201,8,4,1
1038926,0,0,1,1,1,0,3,3,5,4,0,0,204,8,4,2
1039456,0,0,0,1,1,0,3,3,4,4,0,0,192,7,4,1
1039986,0,0,0,1,1,0,3,3,5,5,0,0,217,8,4,1
1040516,0,0,0,0,1,0,3,3,4,4,0,0,197,7,4,1
1041046,0,0,0,0,1,0,2,2,3,2,0,0,133,5,3,0
1041576,0,0,0,0,1,0,2,2,3,2,0,0,127,5,3,0
1042108,0,0,0,0,1,0,2,2,3,2,0,0,146,6,3,0
1042638,0,0,1,1,1,0,2,3,3,2,0,0,152,6,3,2
1043168,0,0,1,1,1,0,3,3,3,2,0,0,161,6,4,2
1043700,0,0,1,1,1,0,3,3,3,2,0,0,164,6,4,2
1044230,0,0,1,1,1,0,3,3,3,2,0,0,162,6,4,2
1044760,0,0,1,1,1,0,3,3,3,2,0,0,161,6,4,2
1045290,0,0,1,1,1,0,3,3,3,2,0,0,162,6,4,2
1045822,0,0,1,1,1,0,3,3,3,2,0,0,165,6,4,2
1046352,0,0,1,1,1,0,3,3,3,2,0,0,167,6,4,2
1046882,0,0,1,1,1,0,3,3,3,2,0,0,167,6,4,2
1047412,0,0,1,1,1,0,3,3,3,2,0,0,164,6,4,2
1047942,0,0,1,1,1,0,3,3,3,2,0,0,163,6,4,2
1048472,0,0,1,1,1,0,3,3,3,2,0,0,164,6,4,2
1049002,0,0,1,1,1,0,3,3,3,2,0,0,165,6,4,2
1049532,0,0,1,1,1,0,3,3,3,2,0,0,164,6,4,2
1050062,0,0,1,1,1,0,3,3,3,2,0,0,165,6,4,2
1050594,0,0,1,1,1,0,3,3,3,2,0,0,165,6,4,2
1051124,0,0,1,1,1,0,3,3,3,2,0,0,164,6,4,2
1051654,0,0,1,1,1,0,3,3,3,2,0,0,165,6,4,2
1052184,0,0,1,1,1,0,3,3,3,2,0,0,164,6,4,2
1052714,0,0,1,1,1,0,3,3,3,2,0,0,165,6,4,2
1053244,0,0,1,1,1,0,3,3,3,2,0,0,165,6,4,2
1053774,0,0,1,1,1,0,3,3,3,2,0,0,164,6,4,2
1054304,0,0,1,1,1,0,3,3,3,2,0,0,164,6,4,2
1054834,0,0,1,1,1,0,3,3,3,2,0,0,164,6,4,2
1055364,0,0,1,1,1,0,3,3,3,2,0,0,165,6,4,2
1055894,0,0,1,1,1,0,3,3,3,2,0,0,164,6,4,2
1056424,0,0,1,1,1,0,3,3,3,2,0,0,165,6,4,2
1056954,0,0,1,1,1,0,3,3,3,2,0,0,165,6,4,2
1057484,0,0,1,1,1,0,3,3,3,2,0,0,165,6,4,2
1058014,0,0,1,1,1,0,3,3,3,2,0,0,164,6,4,2
1058544,0,0,1,1,1,0,3,3,3,2,0,0,165,6,4,2
1059074,0,0,1,1,1,0,3,3,3,2,0,0,165,6,4,2
1059604,0,0,1,1,1,0,3,3,3,2,0,0,164,6,4,2
1060134,0,0,1,1,1,0,3,3,3,2,0,0,164,6,4,2
1060664,0,0,1,1,1,0,3,3,3,2,0,0,163,6,4,2
1061194,0,0,1,1,1,0,3,3,3,2,0,0,164,6,4,2
1061726,0,0,1,1,1,0,3,3,3,2,0,0,164,6,4,2
1062256,0,0,1,1,1,0,3,3,3,2,0,0,164,6,4,2
1062786,0,0,1,1,1,0,3,3,3,2,0,0,164,6,4,2
1063316,0,0,1,1,1,0,3,3,3,2,0,0,164,6,4,2
1063846,0,0,1,1,1,0,3,3,3,2,0,0,165,6,4,2
1064376,0,0,1,1,1,0,3,3,3,2,0,0,165,6,4,2
1064906,0,0,1,1,1,0,3,3,3,2,0,0,166,6,4,2
1065436,0,0,1,1,1,0,3,3,3,2,0,0,164,6,4,2
1065966,0,0,1,1,1,0,3,3,3,2,0,0,164,6,4,2
1066498,0,0,1,1,1,0,3,3,3,2,0,0,164,6,4,2
1067028,0,0,1,1,1,0,3,3,3,2,0,0,164,6,4,2
1067560,0,0,1,1,1,0,3,3,3,2,0,0,163,6,4,2
1068092,0,0,1,1,1,0,2,3,3,2,0,0,154,6,3,2
1068622,0,0,1,1,1,0,2,3,3,2,0,0,145,6,3,2
1069154,0,0,1,1,1,0,2,3,3,2,0,0,149,6,3,2
1069684,0,0,0,0,1,0,2,2,3,2,0,0,132,5,3,0
1070214,0,0,0,0,1,0,2,3,4,4,0,0,173,7,4,1
1070744,0,0,1,1,2,1,5,6,8,6,1,0,293,14,8,2
1071276,0,0,1,1,1,1,4,5,6,5,0,0,252,11,6,2
1071808,0,0,1,1,2,1,4,5,7,5,0,0,270,12,7,2
1072338,0,0,1,1,2,1,4,5,6,5,0,0,257,11,7,2
1072868,0,0,1,1,2,1,4,5,7,6,0,0,278,12,7,2
1073398,0,0,3,1,2,1,14,14,7,6,0,52,622,22,17,4
1073928,0,0,1,1,2,1,5,6,8,6,0,0,312,14,8,2
1074458,0,0,2,2,3,1,9,10,11,6,0,18,503,21,12,4
1074988,0,0,1,1,2,1,5,6,7,6,0,0,308,13,8,2
1075518,0,0,1,1,2,1,5,6,7,6,0,0,306,13,8,2
1076050,0,0,1,1,2,1,4,5,7,6,0,0,300,12,7,2
1076580,0,0,1,1,2,1,4,5,7,5,0,0,283,12,7,2
1077110,1,0,1,1,2,2,4,5,7,18,6,0,455,12,8,3
1077640,0,0,1,1,2,1,4,5,7,5,0,0,277,12,7,2
1078170,0,0,3,1,2,1,14,14,8,5,0,56,613,22,17,5
1078700,0,0,1,1,2,1,4,5,6,5,0,0,272,11,7,2
1079230,0,0,1,1,2,1,4,5,6,5,0,0,273,11,7,2
1079760,0,0,1,1,2,1,4,5,6,5,0,0,273,11,7,2
1080290,0,0,1,1,1,0,3,4,5,3,0,0,200,9,4,1
1080820,0,0,1,1,1,1,4,5,6,6,1,0,266,11,6,2
1081350,0,0,1,1,2,1,5,6,8,6,1,0,320,14,8,2
1081880,0,1,1,3,4,1,5,7,15,7,1,0,501,21,10,4
1082410,0,0,1,1,2,1,5,7,9,7,1,0,349,16,8,2
1082942,17,3,1,10,13,20,5,6,34,275,159,0,3345,40,38,31
1083472,0,0,1,1,2,1,5,6,8,6,0,0,319,14,8,2
1084002,0,0,1,1,2,1,4,5,7,5,0,0,280,12,7,2
1084532,0,0,1,1,1,0,2,3,4,3,0,0,186,7,3,2
1085064,0,0,1,1,1,0,2,3,4,3,0,0,172,7,3,2
1085596,0,0,0,1,1,0,2,3,4,3,0,0,172,7,3,1
1086128,0,0,0,1,1,0,2,3,4,3,0,0,173,7,3,1
1086658,0,0,1,1,1,0,3,3,4,3,0,0,172,7,4,2
1087188,0,0,1,1,1,0,2,3,4,3,0,0,175,7,3,2
1087718,0,0,0,1,1,0,2,3,4,3,0,0,174,7,3,1
1088248,0,0,1,1,1,0,2,3,4,3,0,0,173,7,3,2
1088780,0,0,1,1,1,0,2,3,4,3,0,0,170,7,3,2
1089310,0,0,0,1,1,0,2,3,4,3,0,0,169,7,3,1
1089840,0,0,0,1,1,0,2,3,4,3,0,0,165,7,3,1
1090370,0,0,0,1,1,0,2,3,3,3,0,0,164,6,3,1
1090900,0,0,0,1,1,0,2,3,4,3,0,0,163,7,3,1
1091430,0,0,0,1,1,0,2,3,4,3,0,0,163,7,3,1
1091960,0,0,0,1,1,0,2,3,4,3,0,0,163,7,3,1
1092492,0,0,0,1,1,0,2,3,4,3,0,0,167,7,3,1
1093022,0,0,0,1,1,0,2,3,4,3,0,0,169,7,3,1
1093552,0,0,0,1,1,0,2,3,4,3,0,0,169,7,3,1
1094082,0,0,0,1,1,0,2,3,4,3,0,0,172,7,3,1
1094612,0,0,0,1,1,0,3,3,4,4,0,0,195,7,4,1
1095142,0,0,0,1,1,0,3,3,4,3,0,0,190,7,4,1
1095672,0,0,0,1,1,0,3,4,5,3,0,9,261,8,4,1
1096202,0,0,0,1,1,0,2,3,4,3,0,0,177,7,3,1
1096732,0,0,1,1,1,0,2,3,4,3,0,0,173,7,3,2
1097264,0,0,0,1,1,0,2,3,4,3,0,0,175,7,3,1
1097794,0,0,0,1,1,0,2,3,4,3,0,0,178,7,3,1
1098324,0,0,0,1,1,0,2,3,4,3,0,0,178,7,3,1
1098856,0,0,1,1,1,0,2,3,4,3,0,0,178,7,3,1
1099386,0,0,0,1,1,0,2,3,4,3,0,0,177,7,3,1
1099916,0,0,1,1,1,0,2,3,4,3,0,0,178,7,3,1
1100448,0,0,1,1,1,0,2,3,4,3,0,0,179,7,3,2
1100978,0,0,0,1,1,0,2,3,4,3,0,1,204,7,3,1
1101508,0,0,0,1,1,0,2,3,4,3,0,0,174,7,3,1
1102038,0,0,0,1,1,0,2,3,4,3,0,0,172,7,3,1
1102568,0,0,0,0,1,0,2,3,4,3,0,0,173,7,3,1
1103098,0,0,0,1,1,0,2,3,4,3,0,0,180,7,3,1
1103628,0,0,0,0,1,0,2,3,4,4,0,1,224,7,4,0
1104158,0,0,0,1,1,0,2,3,4,3,0,0,175,7,3,1
1104688,0,0,0,1,1,0,2,3,4,3,0,0,173,7,3,1
1105218,0,0,1,1,1,0,2,3,4,3,0,0,175,7,3,2
1105748,0,0,0,1,1,0,2,3,4,3,0,0,172,7,3,1
1106278,0,0,0,0,1,0,2,3,4,3,0,0,168,7,3,0
1106808,0,0,0,1,1,0,2,3,4,3,0,0,169,7,3,1
1107338,0,0,0,1,1,0,2,3,4,3,0,0,170,7,3,1
1107868,0,0,0,1,1,0,2,3,4,3,0,0,172,7,3,1
1108400,0,0,0,0,1,0,2,3,4,3,0,3,194,7,3,1
1108930,0,0,0,1,1,0,2,3,4,3,0,0,173,7,3,1
1109460,0,0,0,1,1,0,2,3,4,3,0,0,170,7,3,1
1109990,0,0,0,1,1,0,2,3,4,3,0,0,169,7,3,1
1110522,0,0,1,1,1,0,2,3,4,3,0,0,170,7,3,2
1111052,0,0,0,1,1,0,2,3,4,3,0,0,170,7,3,1
1111582,0,0,0,1,1,0,2,3,4,3,0,0,170,7,3,1
1112112,0,0,1,1,1,0,2,3,4,3,0,0,171,7,3,2
1112642,0,0,1,1,1,0,2,3,4,3,0,0,170,7,3,2
1113172,0,0,0,1,1,0,2,3,4,3,0,0,170,7,3,1
1113702,0,0,1,1,1,0,2,3,4,3,0,0,170,7,3,2
1114232,0,0,0,1,1,0,2,3,4,3,0,0,169,7,3,1
1114762,0,0,0,1,1,0,2,3,4,3,0,0,170,7,3,1
1115292,0,0,1,1,1,0,2,3,4,3,0,0,170,7,3,2
1115824,0,0,1,1,1,0,2,3,4,3,0,0,171,7,3,2
1116354,0,0,1,1,1,0,3,3,4,3,0,0,176,7,4,2
1116886,0,0,1,1,1,0,3,3,4,3,0,0,185,7,4,2
1117416,5,55,253,264,198,35,225,215,71,53,7,3,6815,286,457,577
1117946,3,16,147,92,92,23,154,138,41,35,4,2,4172,180,269,257
1118478,2,7,97,47,52,16,86,78,31,23,2,1,2851,108,153,154
1119008,1,3,39,21,20,7,30,30,15,10,1,0,1249,45,57,63
1119538,0,2,33,17,16,5,24,25,13,9,1,0,1067,38,46,53
1120070,0,2,27,14,14,5,20,20,11,8,1,0,903,31,39,43
1120600,0,2,21,12,11,4,16,17,10,7,1,0,755,26,31,35
1121130,0,1,19,11,10,4,14,14,9,7,1,0,723,23,28,31
1121660,1,4,48,31,17,11,32,36,22,14,2,0,1740,58,60,83
1122190,0,2,30,17,11,5,20,23,13,8,1,0,1024,36,37,48
1122720,0,2,25,15,10,5,17,19,12,7,1,0,912,31,32,42
1123250,0,1,20,12,8,4,14,15,10,7,1,0,745,25,26,33
1123780,0,1,15,8,6,2,11,12,8,5,0,0,561,20,19,24
1124310,0,0,1,2,1,1,4,5,5,4,0,0,283,10,6,3
1124842,0,0,1,2,1,1,3,5,5,3,0,0,271,10,5,3
1125374,0,0,1,1,1,0,2,3,4,3,0,0,199,7,3,2
1125904,1,6,2,5,2,24,5,11,50,39,1,0,3343,61,32,13
1126436,0,3,2,2,2,11,4,5,34,21,0,0,2209,40,17,7
1126966,0,3,2,2,2,12,4,6,32,21,1,0,2081,38,18,7
1127498,0,2,1,2,2,11,4,5,32,22,0,0,1995,37,17,5
1128028,0,1,1,2,2,6,4,5,29,20,0,0,1839,34,12,5
1128560,0,1,2,1,1,1,4,4,24,23,0,0,1591,28,7,4
1129090,0,0,1,1,1,1,4,4,17,16,0,0,1148,21,6,3
1129620,0,0,1,1,1,1,4,4,15,15,0,0,989,19,6,2
1130150,1,2,4,4,3,2,7,6,40,49,1,0,3175,47,12,10
1130680,1,6,4,5,7,7,10,7,80,72,7,0,4204,87,24,15
1131210,6,30,86,107,135,68,140,71,103,69,7,1,6063,174,343,229
1131742,4,42,200,162,146,50,220,158,69,44,5,3,5292,227,416,408
1132272,7,63,306,283,217,82,303,229,85,60,5,4,7842,314,602,659
1132802,1,7,101,76,28,7,99,83,27,9,1,1,1924,110,134,185
1133332,0,0,1,1,1,0,3,3,4,3,0,0,193,7,4,2
1133862,0,0,1,1,1,0,2,3,4,3,0,0,179,7,3,1
1134392,0,0,1,1,1,0,2,3,4,3,0,0,173,7,3,2
1134922,0,0,1,1,1,0,2,3,4,3,0,0,174,7,3,2
1135452,0,0,1,1,1,0,2,3,4,3,0,0,174,7,3,2
1135984,0,0,0,1,1,0,2,3,4,3,0,0,178,7,3,1
1136514,0,0,1,1,1,0,3,3,4,3,0,0,183,7,4,2
1137046,0,1,1,2,2,0,3,4,9,8,1,6,556,12,5,4
1137576,0,0,1,1,1,1,3,3,7,10,2,2,457,10,5,2
1138106,0,1,1,1,1,1,3,3,9,19,3,5,673,13,5,3
1138636,0,1,1,1,1,1,3,4,10,17,5,5,746,14,6,3
1139166,0,2,1,1,2,2,5,5,11,16,7,5,844,16,8,4
1139698,0,0,1,1,1,0,3,3,5,6,1,2,339,8,4,2
1140228,0,0,1,1,1,1,3,3,8,9,2,6,564,11,5,2
1140760,0,0,1,1,1,0,3,3,5,5,1,4,435,9,4,2
1141292,0,0,1,1,1,0,3,3,5,5,1,4,413,8,4,2
1141822,0,0,1,1,1,0,3,3,5,5,1,4,391,8,4,2
1142352,0,0,1,1,1,0,3,3,5,5,1,3,379,8,4,2
1142882,0,0,1,1,1,0,3,3,5,5,1,2,327,8,4,2
1143412,1,1,1,2,3,1,5,6,10,19,11,17,726,16,9,5
1143942,2,2,3,7,8,4,18,21,34,70,41,162,2824,55,30,14
1144474,2,3,4,7,9,4,22,25,40,71,43,246,3716,66,35,16
1145004,2,2,4,6,8,4,20,23,34,64,38,219,3278,57,32,14
1145536,2,2,3,6,7,4,17,19,32,65,40,185,3080,51,28,13
1146068,4,5,6,12,14,8,34,38,65,141,89,415,6560,103,56,26
1146598,2,3,5,8,10,5,26,28,46,89,55,301,4533,74,41,18
1147128,1,2,4,6,7,2,21,24,31,37,21,237,2773,55,30,12
1147660,0,0,1,1,1,0,3,3,4,3,0,0,177,7,4,2
1148190,0,0,1,1,1,0,3,3,4,3,0,0,177,7,4,2
1148722,0,0,1,1,1,0,3,3,4,3,0,0,175,7,4,2
1149252,0,0,0,1,1,0,3,3,4,3,0,0,175,7,4,1
1149784,0,0,1,1,1,0,2,3,4,3,0,0,171,7,3,2
1150314,0,0,1,1,1,0,3,3,4,4,0,0,181,7,4,2
1150844,0,0,1,1,1,0,3,3,4,4,0,0,183,7,4,2
1151376,0,0,1,1,1,0,3,3,4,3,0,0,177,7,4,2
1151908,0,0,1,1,1,1,3,4,5,4,0,0,204,9,5,2
1152438,0,0,1,1,2,1,4,4,6,4,0,0,243,10,6,2
1152968,0,0,1,1,2,1,4,5,6,5,1,0,278,12,7,2
1153498,0,0,1,1,2,1,5,6,8,6,0,0,301,14,8,2
1154028,0,0,1,1,1,0,3,4,4,3,0,0,185,8,4,2
1154558,0,0,0,1,1,0,3,3,4,3,0,0,174,7,4,1
1155088,0,0,1,1,1,0,3,3,4,3,0,0,175,7,4,2
1155620,0,0,1,1,1,0,3,3,4,3,0,0,175,7,4,2
1156150,0,0,1,1,1,0,3,3,4,3,0,0,176,7,4,2
1156680,0,0,1,1,1,0,3,3,4,3,0,0,178,7,4,2
1157210,0,0,1,1,1,0,3,3,4,3,0,0,178,7,4,2
1157740,0,0,1,1,1,0,3,3,4,3,0,0,178,7,4,2
1158270,0,0,1,1,1,0,3,3,4,3,0,0,178,7,4,2
1158800,0,0,0,1,1,0,3,3,4,3,0,0,180,7,4,1
1159330,0,0,1,1,1,0,3,3,4,3,0,0,176,7,4,2
1159862,0,0,1,1,1,0,3,3,4,3,0,0,181,7,4,1
1160392,0,0,1,1,1,0,3,3,4,4,0,0,196,8,4,2
1160922,0,0,1,1,1,0,3,4,5,4,0,0,209,8,4,2
1161452,0,0,1,1,1,0,3,3,4,3,0,0,180,7,4,2
1161984,0,0,0,1,1,0,3,3,4,3,0,0,180,7,4,1
1162516,0,0,1,1,1,0,3,3,4,3,0,0,180,7,4,2
1163046,0,0,1,1,1,0,3,3,4,3,0,0,179,7,4,1
1163576,0,0,1,1,1,0,3,3,4,3,0,0,179,7,4,1
1164106,0,0,1,1,1,0,3,3,4,3,0,0,179,7,4,2
1164636,0,0,0,0,1,0,3,3,4,3,0,0,178,7,4,0
1165166,0,0,1,1,1,0,3,3,4,3,0,0,178,7,4,2
1165696,0,0,1,1,1,0,3,3,4,3,0,0,178,7,4,1
1166226,0,0,1,1,1,0,3,3,4,3,0,0,178,7,4,1
1166758,0,0,1,0,1,0,3,3,4,3,0,0,178,7,4,1
1167288,0,0,1,1,1,0,3,3,4,3,0,0,178,7,4,2
1167820,0,0,1,1,1,0,3,3,4,3,0,0,180,7,4,2
1168350,0,0,1,1,1,0,3,3,4,3,0,0,180,7,4,2
1168880,0,0,1,1,1,0,3,4,5,4,0,0,203,8,4,1
1169410,0,0,1,1,2,1,4,5,7,6,0,0,280,12,6,2
1169940,0,0,1,1,2,1,4,6,7,5,0,0,273,13,7,2
1170470,0,0,1,1,1,1,4,5,6,5,0,0,240,11,6,2
1171002,0,0,1,1,1,1,3,5,6,5,0,0,236,11,5,2
1171532,0,0,1,1,1,1,4,4,6,5,0,0,227,10,6,2
1172062,0,0,1,1,1,1,4,4,6,5,0,0,227,10,5,2
1172592,0,0,1,1,1,1,4,4,6,5,0,0,222,10,6,2
1173122,0,0,1,1,1,1,3,4,6,4,0,0,217,10,5,2
1173654,0,0,1,1,1,0,3,4,5,4,0,0,212,9,4,2
1174184,0,0,1,1,1,0,3,4,5,4,0,0,211,9,4,2
1174714,0,0,1,1,1,1,3,4,5,5,0,0,217,9,5,2
1175244,0,0,1,1,2,1,4,5,6,6,1,0,246,11,6,2
1175774,0,0,1,1,2,0,4,5,7,5,0,0,258,12,6,2
1176304,0,0,1,1,1,0,3,5,6,5,0,0,233,11,5,2
1176834,0,0,1,1,1,0,3,4,6,5,0,0,224,10,4,2
1177364,0,0,1,1,2,0,4,5,6,5,0,0,280,11,7,2
1177896,0,0,1,1,1,1,3,4,6,5,0,0,278,10,5,2
1178426,0,0,1,1,1,1,3,4,6,5,0,0,276,10,5,2
1178958,0,0,1,1,2,1,3,4,6,6,0,0,283,11,6,2
1179488,1,0,1,1,2,4,4,6,8,33,14,0,718,13,10,3
1180018,0,0,1,1,2,1,4,5,6,5,0,0,256,11,7,2
1180548,0,0,1,1,2,1,4,5,6,5,0,0,256,11,6,2
1181078,0,0,1,1,2,1,4,5,7,5,0,0,260,12,7,2
1181608,0,0,1,1,2,1,4,5,6,5,0,0,253,11,7,2
1182138,0,0,1,1,2,1,4,5,7,6,0,0,283,12,7,2
1182668,0,0,1,1,2,1,4,5,7,5,0,0,279,12,7,2
1183198,0,1,1,2,4,1,4,5,12,5,0,0,428,17,9,4
1183728,0,0,1,1,2,1,4,5,7,5,0,0,278,12,7,2
1184258,0,1,1,4,6,1,6,7,19,5,0,9,636,25,13,7
1184788,0,0,1,1,2,1,4,5,7,5,0,0,271,12,7,2
1185320,2,25,15,42,40,5,74,96,136,92,54,643,5557,231,119,84
1185850,4,6,7,17,16,9,38,46,75,150,86,384,5415,122,64,34
1186382,5,6,8,16,17,10,47,54,84,177,106,550,7959,138,74,34
1186912,5,6,9,15,18,10,49,55,86,177,112,656,9109,141,77,35
1187442,6,8,10,20,24,11,55,61,109,190,125,730,10696,170,90,44
1187972,7,8,10,19,23,11,51,60,93,142,123,563,6700,153,85,45
1188502,5,6,7,12,15,7,39,36,47,64,64,270,4066,83,62,30
1189032,5,6,7,12,15,7,40,34,42,60,60,246,3949,77,62,29
1189562,4,6,6,13,15,7,35,34,51,70,76,248,3844,84,58,29
1190092,5,6,6,13,15,7,35,35,53,84,85,261,3973,88,57,30
1190622,5,6,7,14,16,7,34,38,69,120,92,316,4118,107,57,32
1191152,4,5,7,12,14,7,32,38,61,110,80,367,4166,99,53,28
1191682,4,5,6,12,14,7,30,36,61,109,79,349,4054,98,51,27
1192212,1,2,3,5,5,2,15,17,24,41,27,130,1535,41,22,11
1192742,0,0,1,1,2,1,4,5,7,7,1,0,275,12,7,2
1193274,0,0,0,1,1,0,3,5,5,3,0,0,207,9,5,1
1193804,0,0,0,1,1,0,2,3,4,3,0,0,167,7,3,1
1194334,0,0,1,1,1,0,2,3,4,3,0,0,168,7,3,2
1194864,0,0,1,1,1,0,2,3,4,3,0,0,169,7,3,2
1195394,0,0,0,1,1,0,2,3,4,3,0,0,169,7,3,1
1195924,0,0,0,1,1,0,2,3,4,3,0,0,169,7,3,1
1196454,0,0,0,1,1,0,2,3,4,3,0,0,169,7,3,1
1196984,0,0,1,1,1,0,2,3,4,3,0,0,169,7,3,1
