timestamp_ms,F1_405nm,F2_425nm,FZ_450nm,F3_475nm,F4_515nm,F5_550nm,FY_555nm,FXL_600nm,F6_640nm,F7_690nm,F8_745nm,NIR_855nm,VIS_clear,R_approx,G_approx,B_approx
791204,0,1,4,3,7,3,20,27,32,28,3,1,1211,59,30,8
791736,1,2,11,7,13,5,55,78,69,52,5,4,2715,146,74,21
792268,0,1,3,4,6,3,16,20,27,20,2,1,942,47,25,8
792798,0,1,5,5,9,4,21,28,42,33,3,1,1418,70,34,11
793328,1,3,9,11,19,8,46,63,102,69,6,3,3128,165,73,24
793858,0,1,5,2,5,1,21,27,21,13,2,1,894,47,27,8
794388,0,0,1,1,3,1,6,8,10,11,2,0,434,18,10,3
794918,0,1,5,4,7,2,22,30,34,23,3,1,1180,64,31,10
795448,0,2,5,7,11,6,25,32,57,51,5,2,1859,89,41,14
795980,3,6,17,20,33,15,82,118,182,141,16,7,5656,299,131,46
796510,1,4,11,11,20,10,53,72,111,88,9,4,3644,183,83,28
797040,1,2,8,8,14,5,36,47,70,48,5,3,2262,117,55,19
797570,1,2,7,8,13,6,34,46,68,52,5,2,2239,114,53,18
798100,1,2,5,6,11,5,24,33,57,48,5,1,1807,90,40,14
798630,1,3,7,8,14,5,32,43,77,51,5,2,2266,120,51,18
799160,1,1,7,5,8,5,32,44,42,49,5,2,1856,86,45,14
799690,1,2,5,7,12,6,24,31,63,52,6,2,1869,94,41,15
800220,0,3,8,9,16,4,38,51,82,41,5,3,2269,134,58,19
800750,1,1,7,5,9,4,34,46,43,43,5,2,1780,89,47,15
801280,0,1,2,4,6,2,11,15,31,23,2,0,864,46,19,7
801812,0,0,1,1,2,0,4,5,6,5,1,0,255,11,6,2
802342,0,0,1,1,2,0,4,5,6,5,1,0,234,10,6,2
802872,0,0,1,1,1,1,3,4,6,5,1,0,231,10,5,2
803402,1,1,3,5,9,5,12,16,40,38,4,1,1260,56,25,9
803932,2,4,13,14,25,11,61,80,116,101,10,4,4026,195,97,33
804464,1,5,17,18,31,11,86,115,151,96,10,6,4960,266,128,42
804994,2,4,16,15,25,15,78,103,125,129,13,5,4893,227,118,37
805526,2,4,15,13,23,17,73,97,114,150,16,6,5133,211,112,34
806056,3,4,11,14,22,17,57,73,107,156,18,4,4749,180,96,33
806586,0,0,2,2,3,1,12,15,12,10,1,0,540,27,15,4
807116,0,0,1,2,3,3,5,6,12,25,3,0,657,18,10,3
807646,4,9,26,31,55,29,136,173,233,200,22,9,8530,407,220,69
808176,3,8,27,28,55,26,143,184,235,182,20,10,8137,419,224,67
808706,4,10,29,31,60,30,153,196,263,211,24,11,9069,459,243,74
809236,4,10,32,33,65,33,169,217,287,229,26,12,9923,504,267,80
809768,1,3,11,11,22,9,59,75,96,66,7,4,3228,171,90,27
810298,0,0,1,1,2,1,5,6,7,6,0,0,275,13,8,2
810828,0,0,1,1,2,1,5,6,7,6,0,0,275,13,8,2
811360,0,0,1,1,2,1,5,6,7,6,0,0,275,13,8,2
811892,1,2,3,8,16,9,18,23,67,63,6,1,2094,89,43,15
812422,4,10,30,33,62,32,164,210,279,225,25,11,9793,489,259,77
812952,2,7,23,20,39,17,122,157,182,116,13,9,6273,340,178,51
813482,0,0,1,1,3,1,7,9,12,11,1,0,450,21,11,3
814014,0,0,0,0,1,0,4,4,5,3,0,0,204,9,5,1
814544,0,0,0,0,1,0,2,2,3,2,0,0,130,5,3,0
815074,0,0,0,0,1,0,2,2,3,2,0,0,129,5,3,0
815604,0,0,0,0,1,0,2,2,3,2,0,0,132,5,3,0
816134,0,0,0,0,1,0,2,2,3,2,0,0,131,5,3,0
816664,0,0,0,0,1,0,2,2,3,2,0,0,133,5,3,0
817194,0,0,1,1,1,0,2,3,3,2,0,0,147,6,3,2
817724,0,0,1,1,1,0,3,3,3,3,0,0,155,6,4,2
818256,0,0,1,1,1,0,3,3,4,3,0,0,160,7,4,2
818788,0,0,1,1,1,0,2,3,4,3,0,0,163,7,3,2
819318,0,0,0,0,1,0,2,3,3,2,0,0,143,6,3,1
819850,0,0,0,0,1,0,2,2,3,2,0,0,132,5,3,1
820382,0,0,0,1,1,0,2,2,3,2,0,0,139,5,3,1
820914,0,0,0,0,1,0,2,2,3,2,0,0,134,5,3,0
821444,0,0,0,1,1,0,2,2,3,2,0,0,137,5,3,1
821976,0,0,1,1,1,0,3,3,3,3,0,0,156,6,4,2
822506,0,0,1,1,1,0,3,3,3,3,0,0,155,6,4,2
823036,0,0,1,1,1,0,3,3,3,3,0,0,154,6,4,2
823566,0,0,1,1,1,0,3,3,3,3,0,0,153,6,4,2
824096,0,0,1,1,1,0,3,3,3,3,0,0,153,6,4,2
824626,0,0,1,1,1,0,2,3,3,3,0,0,152,6,3,2
825156,0,0,1,1,1,0,2,2,3,2,0,0,140,5,3,1
825686,0,0,0,0,1,0,2,2,3,2,0,0,130,5,3,0
826216,0,0,0,0,1,0,2,2,3,2,0,0,135,5,3,1
826746,0,0,1,1,1,0,2,3,3,2,0,0,142,6,3,1
827276,0,0,0,1,1,0,2,2,3,2,0,0,140,5,3,1
827808,0,0,1,1,1,0,2,3,3,2,0,0,141,6,3,2
828338,0,0,1,1,1,0,2,3,3,2,0,0,140,6,3,2
828870,0,0,1,1,1,0,2,2,3,2,0,0,137,5,3,1
829402,0,0,1,1,1,0,2,2,3,2,0,0,137,5,3,2
829932,0,0,0,1,1,0,2,2,3,2,0,0,138,5,3,1
830462,0,0,0,1,1,0,2,2,3,2,0,0,137,5,3,1
830994,0,0,0,0,1,0,2,2,3,2,0,0,137,5,3,0
831524,0,0,0,0,1,0,2,2,3,2,0,0,138,5,3,1
832054,0,0,1,1,1,0,2,3,3,2,0,0,142,6,3,2
832586,0,0,1,1,1,0,2,3,3,2,0,0,147,6,3,2
833116,0,0,1,1,1,0,2,3,3,2,0,0,146,6,3,2
833646,0,0,1,1,1,0,2,3,3,2,0,0,138,6,3,2
834176,0,0,0,0,1,0,2,2,3,2,0,0,127,5,3,0
834706,0,0,0,0,1,0,2,2,3,2,0,0,135,5,3,0
835238,0,0,0,0,1,0,2,2,3,2,0,0,135,5,3,0
835768,0,0,0,0,1,0,2,2,2,2,0,0,126,4,3,0
836298,0,0,0,0,1,0,2,2,3,2,0,0,123,5,3,0
836830,0,0,0,0,1,0,2,2,3,2,0,0,125,5,3,0
837360,0,0,0,0,1,0,2,2,3,2,0,0,125,5,3,0
837890,0,0,0,0,1,0,2,2,3,2,0,0,126,5,3,0
838420,0,0,0,0,1,0,2,2,3,2,0,0,126,5,3,0
838950,0,0,0,0,1,0,2,2,3,2,0,0,127,5,3,0
839480,0,0,0,0,1,0,2,2,3,2,0,0,125,5,3,0
840010,0,0,0,0,1,0,2,2,3,2,0,0,125,5,3,0
840540,0,0,0,0,1,0,2,2,3,2,0,0,133,5,3,0
841070,0,0,0,0,1,0,2,2,3,2,0,0,135,5,3,0
841600,0,0,0,0,1,0,2,2,3,2,0,0,135,5,3,0
842130,0,0,0,1,1,0,2,2,3,2,0,0,135,5,3,1
842660,0,0,0,1,1,0,2,2,3,2,0,0,136,5,3,1
843190,0,0,0,1,1,0,2,2,3,2,0,0,136,5,3,1
843720,0,0,0,1,1,0,2,2,3,2,0,0,136,5,3,1
844250,0,0,0,1,1,0,2,2,3,2,0,0,134,5,3,1
844780,0,0,0,0,1,0,2,2,3,2,0,0,133,5,3,0
845310,0,0,0,0,1,0,2,2,3,2,0,0,132,5,3,0
845840,0,0,0,0,1,0,2,2,3,2,0,0,129,5,3,0
846370,0,0,0,0,1,0,2,2,3,2,0,0,126,5,3,0
846902,0,0,0,0,1,0,2,2,3,2,0,0,127,5,3,0
847432,0,0,0,0,1,0,2,2,3,2,0,0,129,5,3,0
847962,0,0,0,0,1,0,2,2,3,2,0,0,132,5,3,0
848492,0,0,0,0,1,0,2,2,3,2,0,0,134,5,3,0
849024,0,0,0,1,1,0,2,2,3,2,0,0,135,5,3,1
849554,0,0,0,0,1,0,2,2,3,2,0,0,131,5,3,0
850084,0,0,0,0,1,0,2,2,3,2,0,0,129,5,3,0
850616,0,0,1,0,1,0,2,3,3,2,0,0,141,6,3,1
851148,0,0,1,1,1,0,3,3,3,3,0,0,154,6,4,2
851678,0,0,1,1,1,0,3,3,3,3,0,0,159,6,4,2
852208,0,0,1,1,1,0,3,3,3,3,0,0,158,6,4,2
852738,0,0,1,1,1,0,3,3,3,2,0,0,159,6,4,2
853268,0,0,1,1,1,0,3,3,3,2,0,0,164,6,4,2
853798,0,0,1,1,1,0,3,3,3,2,0,0,169,6,4,2
854330,0,0,1,1,1,0,3,3,3,2,0,0,163,6,4,2
854860,0,0,1,1,1,0,3,3,3,2,0,0,163,6,4,2
855390,0,0,1,1,1,0,3,3,3,2,0,0,156,6,4,2
855922,0,0,1,1,1,0,3,3,3,3,0,0,151,6,4,2
856452,0,0,0,1,1,0,2,3,3,2,0,0,149,6,3,1
856982,0,0,1,1,1,0,2,3,3,2,0,0,151,6,3,2
857512,0,0,1,1,1,0,3,3,3,2,0,0,151,6,4,2
858044,0,0,1,1,1,0,2,3,3,3,0,0,148,6,3,2
858574,0,0,1,1,1,0,2,3,3,2,0,0,143,6,3,2
859104,0,0,0,0,1,0,2,2,3,2,0,0,131,5,3,0
859636,0,0,0,0,1,0,2,2,3,5,1,0,181,5,3,0
860166,5,16,26,36,28,14,36,50,164,359,55,11,7558,214,78,82
860696,8,34,101,78,62,22,143,196,366,569,92,38,16928,562,227,220
861226,7,28,75,64,49,19,103,143,284,492,84,31,13967,427,171,174
861756,7,27,71,61,47,18,96,133,268,473,82,29,13190,401,161,166
862286,8,29,77,68,53,20,104,145,296,535,93,32,14755,441,177,181
862816,14,48,120,109,87,34,169,235,495,914,156,56,25488,730,289,291
863346,31,99,268,217,168,70,364,499,952,1736,299,144,28748,1451,602,616
863876,11,47,139,110,83,27,186,250,472,684,122,56,21137,722,296,307
864406,16,56,146,124,97,42,198,271,586,1066,176,58,25929,858,337,341
864936,8,35,94,75,59,22,129,182,373,598,95,37,17304,555,210,212
865466,12,43,113,98,77,34,155,215,458,826,135,43,21435,672,266,266
865998,25,88,215,195,151,62,300,421,927,1619,268,93,28638,1348,512,523
866528,22,83,218,182,142,56,300,428,873,1437,238,93,28533,1300,498,504
867060,22,90,244,202,161,60,343,483,1000,1499,233,95,28618,1483,564,558
867590,13,45,125,104,80,34,174,242,474,871,145,51,23567,716,287,286
868120,10,40,112,90,70,24,154,215,418,634,106,45,19853,633,248,252
868650,10,35,83,77,58,25,115,153,365,682,110,33,17503,518,198,205
869180,19,73,187,162,125,47,263,362,770,1275,203,77,28342,1132,435,442
869712,19,73,186,163,124,47,263,363,769,1283,203,77,28345,1132,435,441
870242,18,71,183,160,123,45,260,358,757,1250,198,76,28317,1115,428,433
870772,10,46,131,103,78,27,188,261,487,767,124,57,21456,748,292,290
871302,7,29,72,64,47,18,104,142,299,561,95,35,15419,441,169,173
871834,7,29,72,64,47,17,102,140,295,542,92,34,15144,435,166,171
872364,7,27,69,60,44,16,98,134,278,508,87,33,14347,412,158,163
872894,7,27,63,60,44,18,89,122,278,547,92,30,14191,401,151,157
873426,18,63,160,154,119,47,237,329,677,1239,204,69,26998,1006,403,395
873956,558,872,799,1573,1173,706,1185,1463,3356,4941,1187,740,32300,4820,3064,3802
874488,486,725,1211,1348,1019,641,1783,2235,3508,5303,1165,1069,33148,5742,3443,3769
875018,150,296,610,614,457,234,842,1126,2063,3387,630,388,30656,3188,1533,1670
875548,48,147,375,338,252,105,514,719,1400,2471,415,177,29553,2119,871,907
876078,68,172,396,386,287,132,544,757,1545,2788,478,195,29791,2302,962,1022
876608,80,171,402,381,285,148,554,772,1549,2899,499,195,29838,2321,987,1033
877138,626,764,970,1390,1050,804,1416,1816,3557,6231,1412,806,33170,5372,3270,3750
877668,699,937,1282,1675,1295,898,1957,2411,4141,6599,1511,1171,34127,6552,4149,4593
878200,699,929,1293,1662,1281,895,1966,2412,4102,6572,1504,1185,34121,6514,4142,4583
878732,587,814,1163,1467,1123,758,1754,2172,3741,5972,1326,1036,33507,5913,3635,4031
879262,487,692,1023,1267,967,636,1530,1897,3351,5420,1177,878,32864,5248,3133,3470
879792,436,626,941,1161,892,579,1397,1750,3140,5181,1116,766,32494,4889,2868,3164
880322,376,559,891,1049,805,509,1316,1656,2931,4844,1019,705,32174,4587,2630,2874
880852,314,488,797,930,715,433,1171,1488,2705,4490,919,600,31783,4193,2320,2529
881382,282,450,761,869,668,395,1113,1416,2577,4300,868,558,31587,3994,2177,2362
881914,189,332,623,670,513,283,896,1163,2180,3752,718,407,30936,3343,1692,1815
882444,150,283,551,584,447,235,786,1031,2002,3490,649,334,30621,3033,1468,1567
882974,181,318,593,644,494,273,849,1109,2129,3700,703,378,30848,3238,1616,1737
883506,162,305,585,622,476,250,836,1095,2084,3577,671,369,30760,3179,1562,1674
884036,199,341,617,683,523,294,885,1152,2208,3824,736,403,30972,3359,1702,1840
884566,378,508,766,961,733,505,1117,1422,2733,4843,1027,579,31880,4155,2354,2614
885096,1471,1674,1874,2916,2188,1780,2854,3396,5844,9866,2659,2030,37247,9240,6821,7935
885626,1667,1985,2267,3440,2567,2008,3489,4111,6608,10622,2928,2593,38603,10719,8064,9359
886156,1624,1911,2215,3321,2485,1960,3413,4024,6437,10470,2874,2518,38377,10461,7859,9071
886688,1625,1928,2215,3345,2503,1959,3420,4026,6475,10472,2873,2520,38392,10501,7882,9112
887218,1461,1792,2127,3115,2333,1769,3261,3850,6145,9818,2643,2376,37777,9995,7363,8494
887748,380,664,1094,1225,932,509,1638,2014,3151,4788,1023,993,32601,5164,3079,3364
888278,28,113,313,260,202,71,450,606,1106,1776,291,145,28998,1711,723,714
888808,18,70,180,160,124,48,263,355,727,1251,202,78,28292,1082,435,428
889338,18,63,162,152,115,43,229,310,631,1226,201,68,28163,942,387,394
889868,27,91,242,223,173,63,338,453,924,1704,273,98,28689,1377,574,583
890398,21,76,201,179,139,51,286,380,772,1445,234,85,28425,1152,476,477
890928,19,69,183,165,124,45,253,343,697,1350,222,79,28302,1040,421,437
891460,17,65,169,155,114,42,231,316,650,1285,214,74,28221,966,387,407
891992,14,53,148,125,93,34,206,282,538,1013,168,67,25747,820,333,340
892522,11,38,98,88,65,28,142,198,390,830,137,48,21455,588,235,234
893052,14,54,130,124,96,39,192,272,569,1095,174,60,27588,841,326,322
893582,13,51,136,118,92,35,204,285,552,964,152,60,26643,837,331,318
894112,13,50,128,115,89,35,193,270,540,973,153,57,26579,811,317,305
894642,14,53,132,123,95,38,200,282,577,1057,164,59,27416,860,334,322
895172,16,62,170,148,114,44,247,354,672,1214,190,72,28232,1026,406,397
895702,18,69,187,169,128,49,263,372,738,1315,209,76,28318,1110,440,443
896232,17,63,165,154,118,46,233,334,680,1237,198,69,28212,1014,397,399
896762,23,80,212,203,156,61,297,421,856,1581,253,84,28534,1276,515,518
897292,29,105,291,268,206,77,409,569,1099,1927,307,114,28979,1668,692,692
897824,29,101,283,259,199,75,396,553,1064,1902,304,110,28934,1616,671,672
898356,28,102,282,260,200,76,392,549,1066,1899,303,110,28931,1615,668,672
898888,28,100,280,255,195,74,388,545,1051,1885,303,110,28903,1596,656,663
899418,34,107,283,270,207,87,387,547,1123,2104,338,113,29019,1670,681,694
899948,42,131,362,330,260,103,516,716,1347,2369,379,144,29424,2063,879,865
900480,39,128,349,323,252,97,493,685,1312,2292,367,139,29352,1997,842,840
901012,37,124,339,314,244,93,478,665,1276,2233,357,134,29295,1940,816,815
901544,35,120,331,305,236,89,466,649,1240,2174,347,131,29238,1889,792,791
902074,35,119,328,302,236,89,463,644,1233,2146,342,129,29218,1877,788,784
902606,35,120,326,300,239,94,469,655,1265,2154,336,125,29236,1920,802,781
903136,34,121,332,302,240,93,479,669,1282,2130,331,128,29250,1951,811,789
903666,35,119,324,301,237,92,466,648,1257,2155,339,126,29236,1905,796,779
904196,26,103,292,257,202,74,420,587,1107,1777,277,114,28926,1694,696,678
904726,15,59,173,150,114,43,243,350,654,1138,182,67,28148,1004,399,397
905258,15,56,153,140,107,41,215,310,621,1083,173,61,28066,931,363,364
905788,14,52,142,131,100,38,204,291,584,1024,163,57,27593,875,342,339
906318,11,44,125,110,85,32,181,258,497,858,138,52,24106,755,298,290
906848,5,23,69,58,44,15,96,136,250,427,71,29,12628,386,156,156
907378,0,2,10,6,5,1,15,21,26,29,5,3,1413,47,21,19
907910,0,0,0,1,1,0,3,4,5,5,0,0,234,9,5,1
908442,0,0,1,1,1,1,4,5,8,9,1,0,350,12,6,2
908972,0,0,0,0,1,0,2,3,3,3,0,0,166,6,3,0
909502,0,0,0,0,1,0,2,2,3,2,0,0,131,5,3,0
910034,0,0,0,1,1,0,2,2,3,2,0,0,136,5,3,1
910564,0,0,1,1,1,0,3,3,3,2,0,0,154,6,4,2
911094,0,0,1,1,1,0,3,3,3,2,0,0,162,6,4,2
911624,0,0,1,1,1,0,3,3,3,3,0,0,163,6,4,2
912154,0,0,0,1,1,0,3,3,4,3,0,0,161,7,4,1
912684,0,0,0,0,1,0,2,3,3,2,0,0,148,6,3,0
913216,0,0,1,1,1,0,3,3,3,2,0,0,153,6,4,1
913748,0,0,1,1,1,0,3,3,4,3,0,0,169,7,4,2
914278,0,0,1,1,1,0,3,3,4,3,0,0,180,7,4,2
914808,0,0,1,1,1,0,3,3,4,4,0,0,197,8,4,2
915338,0,0,0,1,1,0,2,3,4,3,0,0,180,7,3,1
915868,0,0,0,1,1,0,2,3,4,3,0,0,181,7,3,1
916400,0,0,1,1,1,1,4,5,7,6,0,0,281,12,6,2
916930,0,0,1,1,2,1,5,6,8,7,1,0,353,15,8,2
917460,0,0,1,1,2,1,5,6,9,8,1,0,363,15,8,2
917990,0,0,1,1,2,1,5,6,8,7,1,0,339,14,8,2
918522,0,0,1,1,1,0,4,5,6,5,0,0,256,11,5,2
919052,0,0,1,1,1,0,3,3,4,2,0,0,170,7,4,2
919582,0,0,1,1,1,0,2,3,3,2,0,0,154,6,3,2
920112,0,0,1,1,1,0,3,3,3,2,0,0,163,6,4,2
920642,0,0,1,1,1,0,3,3,3,2,0,0,164,6,4,2
921172,0,0,1,1,1,0,3,3,3,2,0,0,164,6,4,2
921702,0,0,1,1,1,0,3,3,3,2,0,0,163,6,4,2
922234,0,0,1,1,1,0,3,3,3,2,0,0,163,6,4,2
922764,0,0,1,1,1,0,3,3,3,2,0,0,162,6,4,2
923294,0,0,1,1,1,0,3,3,3,2,0,0,163,6,4,2
923824,0,0,1,1,1,0,3,3,3,2,0,0,165,6,4,2
924354,0,0,1,1,1,0,3,3,3,2,0,0,164,6,4,2
924884,0,0,1,1,1,0,3,3,3,2,0,0,164,6,4,2
925414,0,0,1,1,1,0,3,3,3,2,0,0,165,6,4,2
925944,0,0,1,1,1,0,3,3,3,2,0,0,164,6,4,2
926474,0,0,1,1,1,0,3,3,3,2,0,0,164,6,4,2
927004,0,0,1,1,1,0,3,3,3,2,0,0,164,6,4,2
927536,0,0,1,1,1,0,3,3,3,2,0,0,164,6,4,2
928066,0,0,1,1,1,0,3,3,3,2,0,0,165,6,4,2
928596,0,0,1,1,1,0,3,3,3,2,0,0,164,6,4,2
929126,0,0,1,1,1,0,3,3,3,2,0,0,164,6,4,2
929656,0,0,1,1,1,0,3,3,3,2,0,0,165,6,4,2
930188,0,0,1,1,1,0,3,3,3,2,0,0,164,6,4,2
930718,0,0,1,1,1,0,3,3,3,2,0,0,164,6,4,2
931248,0,0,1,1,1,0,3,3,3,2,0,0,165,6,4,2
931778,0,0,1,1,1,0,3,3,3,2,0,0,165,6,4,2
932308,0,0,1,1,1,0,3,3,3,2,0,0,164,6,4,2
932838,0,0,1,1,1,0,3,3,3,2,0,0,164,6,4,2
933370,0,0,1,1,1,0,3,3,3,2,0,0,164,6,4,2
933900,0,0,1,1,1,0,3,3,3,2,0,0,164,6,4,2
934430,0,0,1,1,1,0,3,3,3,2,0,0,164,6,4,2
934962,0,0,1,1,1,0,3,3,3,2,0,0,165,6,4,2
935492,0,0,1,1,1,0,3,3,3,2,0,0,164,6,4,2
936022,0,0,1,1,1,0,3,3,3,2,0,0,164,6,4,2
936552,0,0,1,1,1,0,3,3,3,2,0,0,164,6,4,2
937082,0,0,1,1,1,0,3,3,3,2,0,0,164,6,4,2
937612,0,0,1,1,1,0,3,3,3,2,0,0,165,6,4,2
938142,0,0,1,1,1,0,3,3,3,2,0,0,165,6,4,2
938672,0,0,1,1,1,0,3,3,3,2,0,0,164,6,4,2
939202,0,0,1,1,1,0,3,3,3,2,0,0,164,6,4,2
939732,0,0,1,1,1,0,2,3,3,2,0,0,150,6,3,2
940262,0,0,0,1,1,0,2,2,3,2,0,0,142,5,3,1
940792,0,0,0,0,1,0,2,2,3,2,0,0,140,5,3,0
941322,2,3,6,11,24,20,38,45,75,94,9,2,3224,119,83,22
941852,10,27,86,88,203,112,492,566,615,461,47,25,23457,1181,808,210
942384,4,10,38,38,78,39,231,266,219,192,21,10,9324,485,348,90
942914,3,8,25,31,63,32,151,176,175,156,17,6,7004,351,246,67
943444,5,13,38,45,100,57,226,258,288,248,25,11,11665,546,383,101
943974,7,20,61,67,151,80,360,414,438,347,36,18,17760,852,591,155
944504,9,24,75,81,185,99,438,506,545,423,43,21,21830,1051,722,190
945034,10,25,81,86,196,105,472,546,579,450,46,23,23278,1125,774,202
945564,11,28,87,93,214,114,506,584,633,488,50,25,25164,1217,833,219
946094,13,33,106,110,254,136,610,707,757,574,59,30,28156,1464,999,262
946624,14,35,109,115,266,144,626,727,799,601,61,31,28211,1526,1036,272
947154,12,34,110,112,260,134,628,730,781,565,57,31,28050,1511,1022,268
947684,0,1,12,2,4,0,71,84,16,4,0,3,1449,99,76,15
948216,0,0,0,1,1,0,2,3,4,3,0,0,176,7,3,1
948746,0,0,0,1,1,0,2,3,4,3,0,0,178,7,3,1
949276,0,0,1,1,1,0,3,3,4,4,0,0,180,7,4,1
949806,0,0,0,1,1,0,3,3,4,4,0,0,184,7,4,1
950338,0,0,0,1,1,0,3,3,4,4,0,0,187,7,4,1
950870,0,0,0,1,1,0,3,3,4,4,0,0,187,7,4,1
951402,0,0,1,0,1,0,2,3,4,4,0,0,186,7,3,1
951932,0,0,1,1,1,0,3,3,4,4,0,0,186,7,4,2
952462,0,0,0,1,1,0,2,3,4,4,0,0,188,7,3,1
952992,0,0,1,1,1,0,3,3,4,4,0,0,190,7,4,2
953522,0,0,1,1,1,0,3,3,4,4,0,0,191,7,4,2
954052,0,0,1,1,1,0,3,3,4,4,0,0,192,7,4,2
954582,0,0,1,1,1,0,3,3,4,4,0,0,192,7,4,2
955114,0,0,1,1,1,0,3,3,4,4,0,0,190,7,4,2
955644,0,0,0,1,1,0,3,3,4,4,0,0,190,7,4,1
956174,0,0,1,1,1,0,3,3,4,4,0,0,190,7,4,2
956704,0,0,1,1,1,0,3,3,4,4,0,0,188,7,4,2
957234,0,1,2,3,7,5,12,14,23,27,3,0,986,37,24,6
957764,3,7,20,23,51,31,112,135,158,149,15,5,6229,293,194,53
958294,4,12,36,40,86,46,210,252,272,226,22,10,10864,524,342,92
958824,4,10,32,35,76,40,188,223,237,197,19,9,9715,460,304,82
959356,4,10,32,35,74,41,184,220,234,199,20,9,9636,454,299,81
959886,4,11,32,35,76,41,187,224,241,201,20,9,9806,465,305,83
960416,4,11,32,35,75,41,186,222,239,201,20,9,9788,460,302,82
960946,4,10,31,34,72,40,182,216,231,196,19,8,9592,447,294,79
961476,3,9,28,31,65,35,167,195,208,177,18,8,8702,404,267,72
962006,3,8,24,27,56,30,144,168,177,153,15,6,7440,345,230,62
962538,2,7,21,24,49,26,126,149,156,137,13,6,6523,306,202,54
963068,2,7,20,23,46,25,119,142,148,129,13,5,6123,289,189,52
963600,2,6,17,19,38,21,98,118,123,113,11,4,5137,241,156,43
964130,1,5,15,15,31,14,87,107,100,81,8,3,4190,207,132,36
964660,0,0,0,1,1,0,2,3,4,4,0,0,200,7,3,1
965192,0,0,1,1,1,0,3,3,4,4,0,0,192,7,4,2
965722,0,0,0,1,1,0,3,3,4,4,0,0,190,7,4,1
966252,0,0,1,1,1,0,3,3,4,4,0,0,190,7,4,1
966784,0,0,0,1,1,0,3,3,4,4,0,0,190,7,4,1
967316,0,0,0,1,1,0,3,3,4,4,0,0,190,7,4,1
967846,0,0,1,1,1,0,3,3,4,4,0,0,191,7,4,2
968376,0,0,0,1,1,0,3,3,4,4,0,0,189,7,4,1
968906,0,0,0,1,1,0,2,3,4,4,0,0,190,7,3,1
969436,0,0,0,0,1,0,3,3,4,4,0,0,190,7,4,1
969966,0,0,0,1,1,0,2,3,4,4,0,0,189,7,3,1
970498,0,0,1,1,1,0,3,3,4,4,0,0,189,7,4,2
971028,0,0,0,1,1,0,3,3,4,4,0,0,190,7,4,1
971558,0,0,0,1,1,0,3,3,4,4,0,0,190,7,4,1
972090,0,0,0,1,1,0,3,3,4,4,0,0,190,7,4,1
972620,0,0,1,1,1,0,3,3,4,4,0,0,191,7,4,1
973150,0,0,0,1,1,0,3,3,4,4,0,0,191,7,4,1
973680,0,0,0,0,1,0,3,3,4,4,0,0,190,7,4,1
974210,0,0,1,1,1,0,3,3,4,4,0,0,191,7,4,2
974740,0,0,1,1,1,0,3,3,4,4,0,0,192,7,4,1
975270,0,0,1,1,1,0,3,3,4,4,0,0,193,7,4,2
975800,0,0,1,1,1,0,3,3,4,4,0,0,192,7,4,2
976330,0,0,1,1,1,0,3,3,4,4,0,0,192,7,4,2
976862,0,0,0,1,1,0,2,3,4,4,0,0,191,7,3,1
977392,0,0,1,1,1,0,3,3,4,4,0,0,190,7,4,2
977922,0,0,1,1,1,0,3,3,4,4,0,0,190,7,4,2
978452,0,0,1,1,1,0,3,3,4,4,0,0,190,7,4,2
978982,0,0,1,1,1,0,3,3,4,4,0,0,190,7,4,2
979514,0,0,1,1,1,0,3,3,4,4,0,0,190,7,4,2
980044,0,0,0,1,1,0,3,3,4,4,0,0,191,7,4,1
980574,0,0,0,1,1,0,3,3,4,4,0,0,191,7,4,1
981104,0,0,1,1,1,0,3,3,4,4,0,0,191,7,4,1
981634,0,0,1,1,1,0,3,3,4,4,0,0,193,7,4,2
982164,0,0,1,1,1,0,3,3,4,4,0,0,193,7,4,2
982696,0,0,0,0,1,0,2,3,4,4,0,0,192,7,3,0
983228,0,0,1,1,1,0,3,3,4,4,0,0,193,7,4,2
983758,0,0,1,1,1,0,3,3,4,4,0,0,193,7,4,2
984288,0,0,0,1,1,0,3,3,4,4,0,0,191,7,4,1
984818,0,0,1,1,1,0,3,3,4,4,0,0,192,7,4,2
985348,0,0,1,1,1,0,3,3,4,4,0,0,193,7,4,2
985880,0,0,1,1,1,0,3,3,4,4,0,0,191,7,4,1
986410,0,0,0,1,1,0,3,3,4,4,0,0,190,7,4,1
986940,0,0,1,1,1,0,3,3,4,4,0,0,192,7,4,2
987470,0,0,0,1,1,0,3,3,4,4,0,0,194,7,4,1
988000,0,0,1,1,2,1,3,3,7,11,1,0,355,11,6,2
988530,1,3,9,11,23,14,53,64,77,75,7,2,3119,142,90,25
989060,1,4,12,13,27,14,69,83,89,79,8,3,3629,172,110,30
989590,1,4,11,13,25,14,65,78,85,77,8,3,3480,163,104,29
990120,1,4,11,11,23,12,63,76,78,67,7,3,3201,154,98,27
990650,0,1,4,4,7,3,21,27,26,24,2,1,1174,53,31,9
991182,0,0,0,1,1,0,3,3,4,4,0,0,195,7,4,1
991712,0,0,1,1,1,0,3,3,4,4,0,0,198,7,4,2
992242,0,0,0,1,1,0,3,3,4,4,0,0,196,7,4,1
992774,0,0,0,1,1,0,3,3,4,4,0,0,196,7,4,1
993304,0,0,1,1,1,0,3,3,4,4,0,0,197,7,4,2
